text,TARGET,dialogue_id,turn_id,type,source
"If your masculinity is dependent on proving how straight you are, it sounds quite fragile. What is masculinity anyway?",LGBT+,88,3,CN,dialo_gold
"Superman is now bisexual, apparently. Why is he still called superMAN?",LGBT+,89,0,HS,dialo_gold
Bisexual men are men?,LGBT+,89,1,CN,dialo_gold
"Doesn't sound very manly, sounds gay.",LGBT+,89,2,HS,dialo_gold
Gay men are men too. Do you only think of straight men as men?,LGBT+,89,3,CN,dialo_gold
"It's just not normal is it, not how men are supposed to act.",LGBT+,89,4,HS,dialo_gold
Who decides how men are 'supposed' to act? Have a think about your views on masculinity. What makes a man a man? If you think being straight is the only thing that makes a man a man you need to think again.,LGBT+,89,5,CN,dialo_gold
Bisexuals are greedy.,LGBT+,90,0,HS,dialo_gold
"No, that's an outdated stereotype. There's nothing greedy about being attracted to people because of who they are as people, not because of their gender!",LGBT+,90,1,CN,dialo_gold
Why don't they just stick with men or women? It's greedy to have both.,LGBT+,90,2,HS,dialo_gold
"It doesn't affect anyone else who bisexual people love. Also, you can't choose who you're attracted to!",LGBT+,90,3,CN,dialo_gold
"Bisexuals are confused, they can't make up their minds. They are mentally ill.",LGBT+,91,0,HS,dialo_gold
Why do they need to 'make up their minds'? Can't they just be attracted to whoever they are attracted to?,LGBT+,91,1,CN,dialo_gold
"It's confusing, sounds like they haven't figured out their sexuality.",LGBT+,91,2,HS,dialo_gold
"It sounds like the only person confused here is you, and you don't need to be, because it's none of your business who other people are attracted to.",LGBT+,91,3,CN,dialo_gold
Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that.,LGBT+,92,0,HS,dialo_gold
"There are plenty of bisexuals in the world, it's actually very common to be bisexual. What is not normal about that?",LGBT+,92,1,CN,dialo_gold
It's saying that cheating is acceptable. Surely if someone is bisexual they will always want both men and women. How could you trust them in a relationship?,LGBT+,92,2,HS,dialo_gold
"Bisexual people are not more likely to cheat than straight or gay people. Just because you are attracted to more than one gender doesn't mean you need to be dating people of all genders at once! In the same way that you might be attracted to people with blue eyes or brown eyes, but you don't need to be dating one of each at once!",LGBT+,92,3,CN,dialo_gold
"First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path.",LGBT+,93,0,HS,dialo_gold
There's no link between being bisexual and wanting to transition genders. These two things aren't related.,LGBT+,93,1,CN,dialo_gold
It's a gateway for the trans agenda.,LGBT+,93,2,HS,dialo_gold
"No, it's a legitimate sexuality. It has nothing to do with the persons own gender. Also, there is no 'agenda', trans people just want to exist!",LGBT+,93,3,CN,dialo_gold
Bisexual men are just fags in denial,LGBT+,94,0,HS,dialo_gold
No bisexual men are bisexual men. You can be attracted to more than one gender you know.,LGBT+,94,1,CN,dialo_gold
No straight man would entertain the idea.,LGBT+,94,2,HS,dialo_gold
"Yeah and they're not straight, they are bisexual. It's not that hard to understand, and it's also none of your concern who other people choose to love!",LGBT+,94,3,CN,dialo_gold
"Just seen an article about Muslims telling women in Manchester they have to wear burqas, they are enforcing sharia law!",MUSLIMS,95,0,HS,dialo_gold
Where did you read that? Are you sure that's true?,MUSLIMS,95,1,CN,dialo_gold
"I saw an article about it online, sounds true enough to me.",MUSLIMS,95,2,HS,dialo_gold
I would check if there are any other websites that have reported it. You can't always trust online news sites.,MUSLIMS,95,3,CN,dialo_gold
"According to this research, 3 in 5 Muslims support extremism and terrorism. There is no such thing as a moderate Muslim.",MUSLIMS,96,0,HS,dialo_gold
"What research? That sounds unlikely, and definitely exaggerated.",MUSLIMS,96,1,CN,dialo_gold
Here's a link to it.,MUSLIMS,96,2,HS,dialo_gold
"This website doesn't look very reliable, it just looks like someone's personal blog. I think they have just made those figures up. The vast majority of Muslims don't support terrorism!",MUSLIMS,96,3,CN,dialo_gold
Muslims are calling for dogs to be banned as pets because they are seen as ‘dirty’ in the Quran! We cannot comply with their agenda.,MUSLIMS,97,0,HS,dialo_gold
Where are Muslims calling for this? This doesn't sound true.,MUSLIMS,97,1,CN,dialo_gold
I saw an article about how they were putting posters up in a park telling people not to bring their dogs there.,MUSLIMS,97,2,HS,dialo_gold
"This story has been debunked, it was actually a campaign targeting Muslims to stir up Islamophobic hate, Muslim's don't care if you have a dog as a pet!",MUSLIMS,97,3,CN,dialo_gold
Muslims are taking over our country! This article explains how they want to replace to white British population.,MUSLIMS,98,0,HS,dialo_gold
"This article sounds like a conspiracy theory. British Muslims just want to live alongside everybody else, there's no 'agenda' to take over.",MUSLIMS,98,1,CN,dialo_gold
"I don't know, this guy makes some good points.",MUSLIMS,98,2,HS,dialo_gold
"I wouldn't trust everything you read online, especially on individual blogs which are made to look like news sites or 'citizen journalism'.",MUSLIMS,98,3,CN,dialo_gold
Muslims want to ban non-halal meat!! They are taking control of our country.,MUSLIMS,99,0,HS,dialo_gold
Where did you see that? I don't think they do.,MUSLIMS,99,1,CN,dialo_gold
Here's an article about it.,MUSLIMS,99,2,HS,dialo_gold
"This article is talking about one particular man, not all Muslims. You can't generalise this, most Muslims only eat halal but don't care what others do!",MUSLIMS,99,3,CN,dialo_gold
The jewish elite are using their status and power to control us! It's all a plot for Jews to take over the west.,JEWS,100,0,HS,dialo_gold
What makes you think that?,JEWS,100,1,CN,dialo_gold
"There's lots of literature about it, look up the great replacement or the kalergi plan. All these theories point to Jews as the culprits.",JEWS,100,2,HS,dialo_gold
"Those are baseless conspiracies. Yes, there's lots of literature on them but it's not reliable, it's just people theorising.",JEWS,100,3,CN,dialo_gold
"But they make sense, there are many powerful Jews in high status positions in government, media, industry...",JEWS,100,4,HS,dialo_gold
"Yes, but there are also many non-Jewish people in high powered positions. Yes, people do abuse positions of power, however this can happen whatever their religion or beliefs are, and definitely isn't because they're Jewish.",JEWS,100,5,CN,dialo_gold
Jews want us to submit to their agenda. They are intent on decimating the white race and corrupting Europe and the West.,JEWS,101,0,HS,dialo_gold
What agenda exactly?,JEWS,101,1,CN,dialo_gold
"They are the reason we have mass migration, feminism, the lgbt agenda, it's all part of destroying white Europeans and their culture.",JEWS,101,2,HS,dialo_gold
"Firstly, I don't think any of those things are corrosive to European culture (which isn't exclusively white). Secondly, to think there is some kind of plot to introduce those things to society is ludicrous. Things like feminism and lgbt rights are a reaction to the oppression of women and the lgbt community, and have nothing to do with Jewish people!",JEWS,101,3,CN,dialo_gold
"Jews are so greedy, no wonder they're the ones in charge of all the banks.",JEWS,102,0,HS,dialo_gold
That's an anti-Semitic and outdated stereotype. There are high status bankers of all different religions and beliefs.,JEWS,102,1,CN,dialo_gold
I've never met a Jew who wasn't greedy.,JEWS,102,2,HS,dialo_gold
Well it sounds like you haven't met many Jewish people at all then. Maybe if you knew more people from different cultures you would be more informed and wouldn't hold such stale stereotypes of them!,JEWS,102,3,CN,dialo_gold
Jews are the reason we have mass migration and Africans replacing the white population. They want to see our society mogrelised and for white culture to be destroyed.,JEWS,103,0,HS,dialo_gold
Where have you drawn that link from? Also it seems a bit reductive to see immigration as 'mongrelising' society.,JEWS,103,1,CN,dialo_gold
The jews in power allow mass migration as part of their plan to take control over white countries. They know we're weaker with higher immigration from third world countries.,JEWS,103,2,HS,dialo_gold
"I think you're making a massive leap, and I don't think there's any base to that claim. Also, immigration actually has positive effects on countries too. For example, filling labour shortages, people contributing to the economy, etc.",JEWS,103,3,CN,dialo_gold
"Jews are the reason feminism is plaguing our country, destroying our traditional roles and families. They want to see our society decimated.",JEWS,104,0,HS,dialo_gold
What makes you link Jewish people and feminism? And why is feminism a bad thing in your view?,JEWS,104,1,CN,dialo_gold
"It destroys our structures of gender roles, the nuclear family, everything our society has been built on, and what has kept it strong for so long. There's a lot of theories about why and how Jews did this. Look up the Great Replacement.",JEWS,104,2,HS,dialo_gold
"I think feminism grew organically from women being dissatisfied, oppressed, and fed up. You might feel like those structures and roles kept society 'strong' for a long time but I'm pretty sure women these days are much happier than in the past. They have agency, choices, and aren't dependent on or ruled by men.",JEWS,104,3,CN,dialo_gold
"When you look at the shocking job our government is doing, it makes a lot more sense when you realise it's filled with Jews.",JEWS,105,0,HS,dialo_gold
What is that supposed to mean?,JEWS,105,1,CN,dialo_gold
"You can't trust them, they're greedy, and they just think about themselves.",JEWS,105,2,HS,dialo_gold
"I think that's a sweeping and unfair generalisation. There are plenty of non-Jewish key players in the government who those words could apply to, so maybe it's not about religion or beliefs but about the corruption that money and power can bring?",JEWS,105,3,CN,dialo_gold
"Jews love to play the victim. They still rinse the holocaust for pity even today, when it happened almost a century ago.",JEWS,106,0,HS,dialo_gold
"Well the holocaust was horrific on a monumental scale, and it's effects are still felt today. I wouldn't say that's 'playing the victim', I'd say there's a legacy of anti-semitism left from it that we still have to address.",JEWS,106,1,CN,dialo_gold
"That's rubbish, there isn't 'anti-semitism' today, this isn't Nazi Germany. They just want attention when they complain about being targeted and 'oppressed'.",JEWS,106,2,HS,dialo_gold
"You are literally being anti-Semitic right now. If you need evidence that it exists today, read back your own tweets.",JEWS,106,3,CN,dialo_gold
Did the holocaust really happen? You can't trust Jews to give you an honest account of anything.,JEWS,107,0,HS,dialo_gold
"Yes, there's plenty of evidence. Literal camps you can go and visit, 6 million people dead, leaving behind families and loved ones. How can you deny something that there's so much evidence of?",JEWS,107,1,CN,dialo_gold
It could all be set up. I don't know if I believe Auschwitz ever really happened.,JEWS,107,2,HS,dialo_gold
"If you think the holocaust is all 'set up' you need to stop reading so many conspiracy theories and get a grip on reality. Not everything is a plot or a scheme, some things are real!",JEWS,107,3,CN,dialo_gold
Jews are the reason the lgbt agenda is gaining so much power in the West. They want to destroy our traditions and way of life.,JEWS,108,0,HS,dialo_gold
What do Jewish people have to do with the lgbt community? I don't see the link?,JEWS,108,1,CN,dialo_gold
"It's part of their plan to decimate the white race and European culture. Look it up, there's lots of info about it, try googling the 'the great replacement'.",JEWS,108,2,HS,dialo_gold
"The great replacement is a baseless conspiracy theory, I'm sure LGBT people gaining rights is more to do with fighting the oppression they have faced than with a 'scheme' by Jewish people!",JEWS,108,3,CN,dialo_gold
"Look at the amount of migrants arriving in Dover this week, no wonder we spend so much money on benefits and hand outs, they're bankrupting us.",MIGRANTS,109,0,HS,dialo_gold
"Actually migrants and refugees arriving here aren't automatically eligible for benefits, if they're a refugee they can't claim benefits until they get leave to remain in the UK, which can take years. If they're not a refugee, they don't really have any access to provision at all.",MIGRANTS,109,1,CN,dialo_gold
"But what about the amount of them we are putting up in hotels, and all the asylum support we give them?",MIGRANTS,109,2,HS,dialo_gold
"Asylum support is less than £40 a week, which is under a third of what a British person would get on a benefit like jobseekers allowance. It's hardly breaking the bank!",MIGRANTS,109,3,CN,dialo_gold
Why are non-white countries allowed to exist but white countries aren’t? We’re constantly made to take in more and more black Africans.,POC,110,0,HS,dialo_gold
What do you mean by that? There are no countries that say ‘no white people’.,POC,110,1,CN,dialo_gold
Asian and African countries don’t have to take the sort of mass migration that we do from their countries. This means there’s less and less white people in the UK but their countries stay true to their ethnic heritage.,POC,110,2,HS,dialo_gold
"I’d object to the idea that the UK is a ‘white country’, people’s nationality isn’t defined by their skin colour. There are plenty of people who aren’t white but are as British as anybody else here.",POC,110,3,CN,dialo_gold
"Africa for the Africans, Asia for the Asians, why aren’t we allowed to keep Britain for the British? We are erasing our white population, stop white genocide now.",POC,111,0,HS,dialo_gold
"There is no white genocide happening in the UK, what makes you think that?",POC,111,1,CN,dialo_gold
Migration from black and brown countries is polluting our national ethnic heritage. We have to do something about it before white people are erased all together.,POC,111,2,HS,dialo_gold
"If you see non-white people as ‘polluting’ the white race then you need to rethink how you see race. Skin colour has nothing to do with someone’s national identity, and there’s definitely not a genocide going on, just normal demographic change.",POC,111,3,CN,dialo_gold
So you admit there is demographic change happening? White people will be a minority by 2066.,POC,111,4,HS,dialo_gold
"Yes, there’s demographic change happening, but what I’m saying is it’s not a planned thing, it’s not genocide, and it’s not a bad, or good thing, it’s just change. The UK population will be more diverse in the future, and that’s fine!",POC,111,5,CN,dialo_gold
"More crime, more stabbings, more rapes, and what's changed? We've got big black and Asian populations in our cities.",POC,112,0,HS,dialo_gold
"I don't know if you can draw a direct correlation between those things, lots of things have changed in the last few decades that could affect crime rates.",POC,112,1,CN,dialo_gold
"Oh yeah, like what? More ethnic 'minorities' is the biggest difference from 30-40 years ago to now. They're hardly the minority anymore.",POC,112,2,HS,dialo_gold
"The wealth gap has widened massively in recent decades, this has meant more people in poverty who might have to turn to crime for some kind of income.",POC,112,3,CN,dialo_gold
"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",POC,113,0,HS,dialo_gold
"I don't think that's true, some newspapers have referred to these areas as 'no go' areas but there's nothing to suggest anything would happen if you as a white person went there.",POC,113,1,CN,dialo_gold
You don't know what they might do to you if they're not used to whites being on their turf.,POC,113,2,HS,dialo_gold
"The only thing standing in your way of going to this areas is misplaced fear. Asian communities aren't violent or unwelcoming, they're just communities.",POC,113,3,CN,dialo_gold
All these blacks from Africa on our football teams but I don't see any English or European players on African teams. 'Enrichment' via diversity seems to be a one way street.,POC,114,0,HS,dialo_gold
"Isn't that because these African players are great footballers, so have been scouted by UK teams because they want players of a high calibre?",POC,114,1,CN,dialo_gold
Maybe but why are they coming over here when there isn't the same happening the other way? Just seems like another way that we are told to be complacent about the growing black African population.,POC,114,2,HS,dialo_gold
"You're complaining that our football teams scout international talent, just because they're black? I don't see the logic, how are you making this out like it's a bad thing, some players from African countries are great assets to UK teams.",POC,114,3,CN,dialo_gold
"If white genocide isn't real then why do pictures of school classes look so different from the 70's vs now. Back then everyone was white except maybe 1 or 2, now there are 2-3 white children in a class of 30 blacks and arabs. We are being invaded.",POC,115,0,HS,dialo_gold
"The demographic makeup of schools varies greatly depending on what area the school is in. Schools in cities and urban areas have more diverse classes, but lots of schools in towns and more rural areas are still overwhelmingly white. You can't generalise this to everywhere.",POC,115,1,CN,dialo_gold
"But you can't deny there's been a big change in some places, whites are being wiped out, we need to fight back.",POC,115,2,HS,dialo_gold
"Yes there's been changes in some areas but why is that a bad thing? It's not good or bad, demographic change is a neutral phenomenon. White people are hardly a minority in the UK, only in certain areas where other communities have grown, and that's not representative of most of the country.",POC,115,3,CN,dialo_gold
"Went to Londanistan yesterday, not a white face in sight! Just asians and arabs everywhere, if we don't do something soon our culture is going to be erased. Forced multiculturalism has got to stop!",POC,116,0,HS,dialo_gold
"Yeah London is very diverse, why do you feel like this is a bad thing?",POC,116,1,CN,dialo_gold
"It's the capital of the UK, it should be a place where BRITISH culture thrives, not all these other cultures that we've let in and now are allowing to take over.",POC,116,2,HS,dialo_gold
"I think it depends what you think of a British culture. I'm proud to say we live in a diverse country, and that immigration over 100s of years has shaped that culture. These cultures contribute to British culture, they don't detract from it!",POC,116,3,CN,dialo_gold
"Diversity is ruining this country, erasing white culture, erasing white people. Diversity is a code word for white genocide.",POC,117,0,HS,dialo_gold
Just because the UK is diverse doesn't mean that white people are 'being erased'. What do you mean by that?,POC,117,1,CN,dialo_gold
"Even the media encourages race mixing now, there's always families in adverts with white women, black men, and mixed children. Our genes are being erased.",POC,117,2,HS,dialo_gold
"If you see people being in interracial relationships as a problem then you need to rethink how you're viewing the world. Someone's skin colour shouldn't matter to you this much. And I think you're exaggerating about the tv adverts, there's lots of white people on tv.",POC,117,3,CN,dialo_gold
"Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble.",POC,118,0,HS,dialo_gold
"Jeez, a bit extreme don't you think? Just because somebody's culture is different from yours it's no reason to call for violence. And don't think of other continents as the 'third world', just because you don't know much about these countries doesn't make them 'uncivilised' or 'undeveloped'. Educate yourself.",POC,118,1,CN,dialo_gold
Look how far the West has come while blacks in Africa are still living in mud huts. These people are savage and uncivilised.,POC,118,2,HS,dialo_gold
"The development in the West was built on the backs of the millions of black slaves the West brutalised and abused. The West also pillaged these countries, taking their treasures and ownership of their natural resources, and you wonder why some countries are less economically developed. Also, the idea that Africa is just tribes living in huts is very ignorant, some African countries are extremely developed.",POC,118,3,CN,dialo_gold
